0	1
0	2
0	3
0	4
0	5
0	6
0	7
0	8
0	9
0	10
0	11
0	12
0	13
0	14
0	15
0	16
0	17
0	18
0	19
0	20
0	21
0	22
0	23
0	24
0	25
0	26
0	27
0	28
0	29
0	30
0	31
0	32
0	33
0	34
0	35
0	36
0	37
0	38
0	39
0	40
0	41
0	42
0	43
0	44
0	45
0	46
1	0
1	1
1	5
1	20
1	135
1	2409
1	8715
1	8932
1	10623
1	12347
1	12846
1	13840
1	13845
1	14005
1	20075
1	21556
1	22939
1	23520
1	28193
1	29724
1	29791
1	29826
1	30691
1	31232
1	31435
1	32317
1	32489
1	34394
1	35589
1	35605
1	35606
1	35613
1	35633
1	35648
1	35678
1	38737
1	43447
1	44846
1	44887
1	49226
1	49985
1	50466
1	50535
1	50544
1	50926
1	51065
1	51167
1	51357
1	52148
1	52904
1	52914
1	54313
1	54627
1	54683
1	55132
1	55655
1	55677
1	57039
1	58204
1	58609
1	58648
1	58680
1	58684
1	58719
1	58943
1	59027
1	59949
1	59959
1	61387
1	61398
1	61813
1	65299
1	70584
1	70827
1	71596
1	72863
1	72873
1	73303
1	73467
1	73987
1	77586
1	82854
1	83979
1	85496
1	87105
1	87591
1	88226
1	90926
1	90927
1	116663
1	116683
1	120160
1	126831
1	127301
1	129372
1	132527
1	133336
1	136130
1	137338
1	137408
1	137419
1	137681
1	140069
1	140148
1	141466
1	145401
1	147713
1	156978
1	157055
1	160164
1	161670
1	181377
1	182669
1	189782
1	195746
1	198866
1	200706
1	202767
1	209597
1	210672
1	210879
1	211635
1	216155
1	220064
1	226941
1	236100
1	245374
1	254847
1	280368
1	281094
1	283675
1	286019
1	286387
1	287310
1	300910
1	303947
1	316757
1	332173
1	336786
1	337266
1	341617
1	353571
1	357817
1	358039
1	365234
1	366077
1	372131
1	379142
1	379215
1	387077
1	400582
1	403098
1	409525
1	450220
1	450576
1	453928
1	453961
1	467338
1	471993
1	472012
1	490000
1	502745
1	511568
1	513638
1	526569
1	529069
1	529073
1	532819
1	634327
1	647711
1	647782
1	651508
1	652179
1	657797
1	658565
1	721638
1	727591
1	731779
1	739840
1	747340
1	798018
1	801299
1	809863
1	818816
1	849821
1	891340
1	902875
1	940045
1	943699
1	945057
1	945068
1	980472
1	1012396
1	1077305
1	1077310
1	1104276
1	1114195
1	1154406
1	1160589
1	1264613
1	1283363
1	1322343
1	1349534
1	1413119
1	1413120
1	1413121
1	1413122
1	1413123
1	1413124
1	1413125
2	117
2	135
2	1220
2	2755
2	12453
2	24539
2	24714
2	41456
2	45046
2	49927
2	51310
2	51553
2	51833
2	52355
2	58902
2	59129
2	59130
2	59149
2	64073
2	68038
2	82129
2	90524
2	131716
2	134514
2	136856
2	137399
2	144308
2	155019
2	176572
2	181437
2	186783
2	190157
2	192796
2	197374
2	203801
2	209597
2	216799
2	220655
2	240010
2	240512
2	246809
2	284518
2	288046
2	289510
2	303476
2	303487
2	303488
2	320916
2	325740
2	332126
2	339351
2	349842
2	351016
2	366324
2	434411
2	463412
2	523726
2	548878
2	548883
2	679860
2	735373
2	750319
2	756447
2	776664
2	776666
2	776668
2	776670
2	801761
2	884457
2	887128
2	887130
2	887132
2	887137
2	912067
2	937876
2	940490
2	952483
2	957010
2	974274
2	996011
2	1007393
2	1185054
2	1261727
2	1322701
2	1353607
2	1380781
2	1589253
2	1866608
2	1866610
2	1866611
2	1916935
2	1932486
2	2298625
2	2485224
2	2492295
2	2492298
2	2599674
3	0
3	3
3	12
3	41
3	55
3	1532
3	12636
3	13185
3	27552
3	38737
3	54405
3	55264
3	55283
3	55418
3	56671
3	62070
3	66758
3	66925
3	76719
3	79342
3	110455
3	128921
3	128979
3	130528
3	131980
3	132027
3	132155
3	132370
3	132455
3	132469
3	132479
3	132483
3	132807
3	133150
3	133236
3	133353
3	133398
3	134226
3	135288
3	136790
3	140344
3	140396
3	141023
3	141037
3	142650
3	142659
3	143174
3	144824
3	144833
3	145674
3	146099
3	146915
3	148854
3	149378
3	151020
3	162293
3	163614
3	180779
3	181887
3	192440
3	201176
3	207509
3	229027
3	244677
3	245714
3	267696
3	277563
3	280809
3	285715
3	285716
3	299239
3	310459
3	329331
3	442665
3	458349
3	647878
3	653344
3	701354
3	717733
3	719217
3	735711
3	735727
3	742292
3	747558
3	822385
3	943923
3	1146739
3	1149962
3	1196141
3	1196142
3	1196143
3	1196144
3	1196145
3	1196146
3	1196147
3	1196148
3	1196149
3	1196150
3	1196151
3	1196152
3	1196153
3	1196154
4	0
4	8
4	14
4	15
4	18
4	27
4	72
4	80
4	15326
4	19068
4	19079
4	24596
4	42697
4	46126
4	54509
4	60515
4	60683
4	65296
4	78796
4	79526
4	79528
4	131457
4	132987
4	149392
4	175440
4	178722
4	191288
4	193394
4	207467
4	210812
4	214637
4	218958
4	219517
4	233561
4	247722
4	271744
4	273368
4	290521
4	301419
4	301420
4	306281
4	325194
4	325966
4	325967
4	325974
4	325980
4	325985
4	325988
4	337395
4	355303
4	360543
4	370977
4	465373
4	488681
4	581909
4	740567
4	804734
4	919564
4	919581
4	921032
4	923498
4	944214
4	966997
4	989203
4	989263
4	1416249
4	1612559
4	1620798
4	1620799
4	1620800
4	1620801
5	0
5	1
5	5
5	20
5	2022
5	22939
5	23527
5	30257
5	32503
5	35633
5	41457
5	43262
5	44846
5	49574
5	50487
5	51071
5	51263
5	55655
5	55677
5	57069
5	58204
5	58609
5	62361
5	62664
5	64416
5	68194
5	71596
5	72863
5	72873
5	73303
5	116683
5	125596
5	127301
5	130159
5	132527
5	143478
5	147713
5	157055
5	182669
5	189782
5	198866
5	200706
5	209439
5	210879
5	211829
5	216155
5	219881
5	224436
5	242036
5	244875
5	280368
5	291663
5	316757
5	337266
5	350842
5	362696
5	366077
5	372122
5	372131
5	379142
5	387077
5	431043
5	450220
5	450576
5	466367
5	471993
5	502745
5	511568
5	513638
5	514306
5	647711
5	651508
5	674128
5	674134
5	721638
5	731779
5	731799
5	735624
5	867941
5	876193
5	887243
5	941966
5	994800
5	996977
5	1077305
5	1077310
5	1104060
5	1104276
5	1154406
5	1264613
5	1413120
5	1413124
5	1413132
5	1413137
5	1716331
5	1716332
6	0
6	6
6	21
6	98
6	2203
6	3238
6	5040
6	8795
6	9843
6	9847
6	15294
6	17874
6	18286
6	18311
6	18320
6	20553
6	35699
6	35776
6	38736
6	38750
6	38800
6	53919
6	54509
6	54583
6	61390
6	61401
6	61418
6	72841
6	83801
6	83810
6	87178
6	88672
6	89100
6	117139
6	127434
6	128733
6	132099
6	136842
6	138049
6	140745
6	145373
6	145388
6	154594
6	173959
6	181286
6	188807
6	189782
6	191740
6	194849
6	197733
6	198063
6	211781
6	242743
6	257286
6	267331
6	294147
6	316350
6	318683
6	325250
6	339117
6	349159
6	352722
6	353364
6	359767
6	392463
6	442603
6	450328
6	480902
6	484556
6	500562
6	504150
6	515174
6	519008
6	531503
6	537760
6	655277
6	795175
6	837574
6	843990
6	991070
